Unnamed: 0,text,label
578,giao hàng nhanh đặt bé ăn thử ok ủng_hộ tiếp,"[1, 0, 0, 0, 0, 0, 0]"
579,nhận bỉm size vừa_vặn bé nhà mùi nhựa hay khó_chịu nhé bỉm thấm hút tốt 5,"[0, 0, 0, 1, 0, 1, 0]"
580,buồn mã_vạch gạch tờ giấy giải_thích mua hác gạch biết thực_hư ntnao,"[0, 0, 1, 0, 1, 0, 0]"
581,sử_dụng kb sữa ngon khoing review tốt giao hàng nhanh,"[1, 0, 0, 0, 0, 0, 0]"
582,giao hàng nhanh sản_phẩm đóng_gói cẩn_thận chắc_chắn ảnh nhận xu,"[1, 0, 0, 0, 0, 0, 0]"
583,hàng y hình nhìn mới đẹp gói hàng cẩn_thận giao hàng nhanh ủng_hộ,"[1, 0, 1, 0, 0, 0, 0]"
584,giao hàng nhanh đóng_gói cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
585,nhận hành ưng_ý xin cảm_ơn nhé,"[0, 0, 0, 0, 0, 0, 1]"
586,ưng í nndndjđmmdjdjfjfjfjdjdjdjdjdjdjđjdhdhdhhdhđhdhhdhdhd,"[0, 0, 0, 1, 0, 0, 0]"
587,đóng_gói cẩn_thận giao hàng nhanh đc tặng kèm khăn_quàng cổ cảm_ơn ủng_hộ dài_dài,"[1, 0, 0, 0, 1, 0, 0]"
588,hàng đóng_gói cẩn_thận giao hàng nhanh mua tiếp ok,"[1, 0, 0, 0, 0, 0, 0]"
589,chụp lấy tạm ảnh nhận sản_phẩm đóng_gói hàng chắc_chắn kĩ_lưỡng giá_thành rẻ,"[1, 1, 0, 0, 0, 0, 0]"
590,mua hai hài_lòng đóng_gói cẩn_thận hộp sữa date tận 2022 sữa giá rẻ mua ở cửa_hàng ở ngoài chất_lượng sữa mát sữa mẹ bé uống táo_bón mà_lại hợp bé người mua uy_tín bàn mua dài_dài,"[1, 1, 0, 1, 0, 1, 0]"
591,mua thứ 3 tiếp_tục ủng_hộ ạh,"[0, 0, 0, 0, 0, 0, 1]"
592,gửi sữa hàng luôn mới ủng_hộ nhiu nhiu,"[0, 0, 0, 0, 0, 1, 0]"
593,bỉm angel mua xài nhận_xét lấy xu thoi bỉm siêu mềm mịn dày thấm hút tốt,"[0, 0, 0, 1, 0, 0, 0]"
594,sữa chính_hãng giá cực tốt luôn nha mua loại tiết_kiệm lắm mọi người mua ạ cám_ơn,"[0, 1, 1, 0, 0, 0, 0]"
595,khui biết chất_lượng đúng hay giao hàng móp hộp,"[1, 0, 0, 0, 0, 0, 0]"
596,sản_phẩm cực tốt ng_gói sản_phẩm chắc_chắn đáng tiền ạ,"[1, 1, 0, 1, 0, 0, 0]"
597,mua hàng ok cám_ơn ủng_hộ tiếp_tục,"[0, 0, 0, 1, 0, 0, 0]"
598,thoi gian giao hàng nhanh đóng_gói sản_phẩm rât chắc_chắn,"[1, 0, 0, 0, 0, 0, 0]"
599,sản_phẩm sữa hài_lòng mua đến thứ giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
600,giao hàng nhanh date dài tiếp_tục ủng_hộ,"[1, 0, 0, 0, 0, 1, 0]"
601,nhận hàng hàng ok ủng_hộ tiếp,"[0, 0, 0, 1, 0, 0, 0]"
602,sữa mịn thơm mua vấn_đề hàng móp méo giao hàng nhah cảm_ơn,"[0, 0, 0, 1, 0, 0, 0]"
603,lam ăn tệ gửi đúng vị sai tùm_lum chừa s,"[0, 0, 0, 0, 1, 0, 0]"
604,giao hàng nhanh chất_lượng sản_phẩm tốt hàng date xa,"[1, 0, 0, 1, 0, 1, 0]"
605,giao hàng nhanh tuy_nhiên mall lăn_tăn chất_lượng hy_vọng hàng chuẩn,"[1, 0, 0, 0, 0, 0, 0]"
606,mua bỉm sinh em bé đến ok nhé clip mang tính_chất 200 xu,"[0, 0, 0, 1, 0, 0, 0]"
607,giao hàng nhanh đóng_gói cẩn_thận tặng quà cảm_ơn nhìu ủng_hộ,"[1, 0, 0, 0, 1, 0, 0]"
608,giao hàng nhanh đóng_gói cẩn_thận nh đợt khuyến_mãi mua giá tốt,"[1, 1, 0, 0, 1, 0, 0]"
609,nhận hàng mua hộp nguyên trg hộp giấy gọn_gàng,"[1, 0, 0, 0, 0, 0, 0]"
610,chất_lượng sản_phẩm tốt giao hàng nhanh đóng_gói cẩn_thận tặng 5,"[1, 0, 0, 1, 1, 0, 0]"
611,mua thứ 5 cảm_thấy hài_lòng tem nhãn đầy_đủ hộp nguyên_vẹn móp méo giao hàng nhanh nhiệt_tình,"[1, 0, 1, 0, 1, 0, 0]"
612,hàng ok nha mọi người giá_cả hợp_lý hàng ok nha mọi người giá_cả hợp_lý hàng ok nha mọi người giá_cả hợp_lý hàng ok nha mọi người giá_cả hợp_lý hàng ok nha mọi người giá_cả hợp_lý hàng ok nha mọi người giá_cả hợp_lý hàng ok nha mọi người giá_cả hợp_lý hàng ok nha mọi người giá_cả hợp,"[0, 1, 0, 1, 0, 0, 0]"
613,mua hàng đóng_gói chắc_chắn giao hàng nhanh,"[1, 0, 0, 0, 0, 0, 0]"
614,sữa ngọt fai pha giảm lượng sữa đi giao hàng nhanh gói hàng đẹp cẩn_thận,"[1, 0, 0, 1, 0, 0, 0]"
615,sp tốttttttttt giao hàng nhanh trong ngày đóng_gói chắc_chắn,"[1, 0, 0, 0, 0, 0, 0]"
616,nhiệt_tình đóng_gói chắc_chắn giá_thành rẻ khác,"[1, 1, 0, 0, 1, 0, 0]"
617,giao nhàng nhanh gói cẩn_thận ủng_hộ ạ,"[1, 0, 0, 0, 0, 0, 0]"
618,hộp móp chút_xíu chất_lượng quan_trọng hình_thức dùng thử ok tiếp_tục ủng_hộ,"[1, 0, 0, 0, 0, 0, 0]"
619,ảnh video klq ship nhanh hài_lòng về sp,"[1, 0, 0, 1, 0, 0, 0]"
620,tb tặng 20 giá_trị tất_cả thẻ nạp trong ngày 2001 tiền km sử_dụng nội_ngoại mạng đến hết 04022021 giảm 3 nạp thẻ https myvt page linkkm chi_tiết gọi 197 bấm phím 19 0đ trân_trọng,"[0, 0, 0, 0, 0, 0, 0]"
621,đóng_gói siêu cẩn_thận giao hàng nhanh hàng có_vẻ chuẩn,"[1, 0, 1, 0, 0, 0, 0]"
622,giao hàng nhanh đúng sản_phẩm chọn đóng_gói đẹp chắc_chắn,"[1, 0, 1, 0, 0, 0, 0]"
623,mua hàng hài_lòng về sản_phẩm tuy giao hàng lâu,"[1, 0, 0, 0, 0, 0, 0]"
624,giao hàng nhanh đóng_gói cẩn_thận chất_lượng ok,"[1, 0, 0, 1, 0, 0, 0]"
625,hình_ảnh mang tính_chất nhận xu nhận hàng ưng_ý nói_chung ủng_hộ dài_dài,"[0, 0, 0, 1, 0, 0, 0]"
626,tgian giao hàng lâu bên vc giao chậm m về quê tận_tay cầm sữa biết đóng_gói chất_lượng tnao,"[1, 0, 0, 0, 0, 0, 0]"
627,đóng_gói cẩn_thận date xa,"[1, 0, 0, 0, 0, 1, 0]"
628,mua lắm chất_lượng bàn_giao hàng nhanh kể_cả dịp siêu sale shopee,"[1, 0, 0, 1, 0, 0, 0]"
629,chất_lượng okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,"[0, 0, 0, 1, 0, 0, 0]"
630,nan nấp xanh hả,"[0, 0, 0, 0, 0, 0, 0]"
631,ủng_hộ tiếp nhé bỉm ok,"[0, 0, 0, 1, 0, 0, 0]"
632,biết m thế_này,"[0, 0, 0, 0, 0, 0, 0]"
633,giao hàng nhanh đóng_gói chắc_chắn chất_lượng tốt date xa,"[1, 0, 0, 1, 0, 1, 0]"
634,giao hàng nhanh mua mấy chec vôii chup dc_anh,"[1, 0, 0, 0, 0, 0, 0]"
635,sản_phẩm tốt chính_hãng đóng_gói cẩn_thận ủng_hộ lâu_dài,"[1, 0, 1, 1, 0, 0, 0]"
636,chuẩn_bị hàng nhanh bên vận_chuyển giao nhanh lắm luôn sữa ok nha,"[1, 0, 0, 1, 1, 0, 0]"
637,bánh ngon sữa date dài bé thích mua thanks shoppppppppp,"[0, 0, 0, 1, 0, 1, 0]"
638,gói hàng kỹ date xa mua ngày 10 10 giá tốt bé nhà uống sữa hãng phát_triển chiều cao tốt,"[1, 1, 0, 1, 0, 1, 0]"
639,thời_gian giao nhanh đầu mua bít hàng chuẩn mong chuẩn ủng_hộ,"[1, 0, 0, 0, 0, 0, 0]"
640,kb chất_lượng ngoài giống hộp cũ l,"[0, 0, 1, 0, 0, 0, 0]"
641,sữa tốt rjrjjrjrowowkwjjebejjejejwowowiekejejekieiêowowowowoieiek,"[0, 0, 0, 1, 0, 0, 0]"
642,hàng date xa 2020 sữa mới ủng_hộ,"[0, 0, 0, 0, 0, 1, 0]"
643,giao hàng đầy_đủ đóng_gói đẹp chắc_chắn móp méo check code nhg hi_vọng hàng chuẩn ngọt black more,"[0, 0, 0, 0, 1, 0, 0]"
644,sữa giao nhanh đúng hết sữa mới ok mua nhìu zzzzzz,"[1, 0, 0, 1, 0, 0, 0]"
645,giao hàng nhanh hàng đóng_gói cẩn_thận sữa thơm dễ uống,"[1, 0, 0, 1, 0, 0, 0]"
646,đóng_gói hàng cẩn_thận sữa nhận đc hộp đẹp nguyên giao hàng chuẩn_bị hàng nhanh ạ ủng_hộ dài_dài nè,"[1, 0, 0, 0, 0, 0, 0]"
647,giao hàng nhanh gói hàng chèn xốp méo hộp tem dán chống hàng giả,"[1, 0, 1, 0, 0, 0, 0]"
648,đóng_gói kĩ_càng date xa,"[1, 0, 0, 0, 0, 1, 0]"
649,ình mang tính_chất nhận xu đóng_gói chwwcs chắn dùng biết chất_lượng thêa,"[0, 0, 0, 0, 0, 0, 0]"
650,đxa nhận hang nhung dc tặng mặc du mua mấy lầnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn,"[0, 0, 0, 0, 0, 0, 1]"
651,mua đóng_gói cẩn_thận,"[1, 0, 0, 0, 0, 0, 0]"
652,mua sữa check dk mã vỏ chày xước dù bọc kỹ_càng giao hàng nhanh bọc cẩn_thận,"[1, 0, 1, 0, 1, 0, 0]"
653,hài_lòng giao nhanh mua r chất_lượng hàng chuẩn date xa mn mua,"[1, 0, 1, 1, 0, 1, 0]"
654,shops giao hang nhanh chua su dung nén chua biết nhu thế nao bé hổ se ung hộ shops dai dai,"[1, 0, 0, 0, 0, 0, 0]"
655,sp ok giao hàng tạm đc bỉm mỏng thấm hút tốt đêm sợ tràn 3h đầy bỉm,"[1, 0, 0, 1, 0, 0, 0]"
656,giao hàng nhanh móp méo móp méo thích mua mgg hàng ngày ủng_hộ tiếp lát check mã_vạch xem,"[1, 0, 0, 0, 0, 0, 0]"
657,nhận dc hàng đặt nhầm linh_động đặc đổi sang loại sữa tiếp_tục ửng hộ tới,"[0, 0, 0, 0, 1, 0, 0]"
658,đặt 12h đêm sáng sớm nhận đc hàng đóng goi siêu kĩ thùng chặn xốp chắc_chắn sp lớn gồm 4 gói nhỏ hsd lâu bé uống thử tốt ủng_hộ,"[1, 0, 0, 0, 0, 1, 0]"
659,thứ mua hàng đủ tem mác chất_lượng ok hy_vọng đặt niềm tin đúng chỗ đóng_gói cẩn_thận giao hàng j t nhanh tks,"[1, 0, 1, 1, 0, 0, 0]"
660,giao hàng nhanh mua ở cực tốt mn mua nhé ạ cảm_ơn shoppppp pppppp hhhhhh hhhh,"[1, 0, 0, 1, 0, 0, 0]"
661,10 luôn meiji đổi san nan mua lon nhỏ con hợp_tác tiếp_tục ủng_hộ,"[0, 0, 0, 0, 0, 0, 1]"
662,sữa ok thơm ngọt béo bé cubgx chịu hợp_tác mong kết_quả mong_muốn hình_ảnh liên_quan,"[0, 0, 0, 1, 0, 0, 0]"
663,hàng giao nhanh date hàng đa_phần t12 tuy_nhiên hàng đảm_bảo,"[1, 0, 0, 0, 0, 1, 0]"
664,giao hàng nhanh_chóng đóng_gói sản_phẩm cẩn_thận chất_lượng tốt,"[1, 0, 0, 1, 0, 0, 0]"
665,è gfb vf ggb bf vrv f nhh v fđ fb rc gvhjtg ggefv fgbbd vffv,"[0, 0, 0, 0, 0, 0, 0]"
666,mua thứ n ok nhé săn sale miệt_mài phải_chi tặng qà thích lun,"[0, 0, 0, 0, 0, 0, 1]"
667,mua thứ 3 hài_lòng gói hàng kỹ kg hộp móp date xa ủng_hộ dài_dài,"[1, 0, 0, 0, 0, 1, 0]"
668,bỉm tốt tr đung angel bây_giờ mua sang gold night thấm hút bé tốt,"[0, 0, 0, 1, 0, 0, 0]"
669,bỉm ok giao hàng nhanh cũcystycuivkvivucyxucuvibibibivucucycucycuvuvuvuvvivivuviviviv,"[1, 0, 0, 1, 0, 0, 0]"
670,hàng nhận móp méo hình bên biết đơn_vị vận_chuyển hay,"[1, 0, 0, 0, 0, 0, 0]"
671,sữa dễ uống thơm con nhà thích lắm mong uống tác_dụng ahihi,"[0, 0, 0, 1, 0, 0, 0]"
672,đóng_gói cẩn_thận giao hàng nhanh hy_vọng bé nhà mk tăng kg ạ,"[1, 0, 0, 0, 1, 0, 0]"
673,đóng_gói cẩn_thận 5 chất_lượng,"[1, 0, 0, 1, 0, 0, 0]"
674,đóng_gói cẩn_thận mua hàng cơ_mà khuyến_mại sâu mọi hì,"[1, 0, 0, 0, 0, 0, 0]"
675,hàng chuẩn đóng_gói cẩn_thận kg móp méo mua mấy ở,"[1, 0, 1, 0, 0, 0, 0]"
676,sữa vị socola ngọt chọn vị vani thôi huhuhuuuu,"[0, 0, 0, 1, 0, 0, 0]"
677,đóng_gói sản_phẩm chắc_chắn giao hàng nhanh chất_lượng sản_phẩm tuyệt_vời,"[1, 0, 0, 1, 0, 0, 0]"
678,giao hàng nhanh chất_lượng okkkkkkkkkkkkkkkkkkkkkkkkkkkk,"[1, 0, 0, 1, 0, 0, 0]"
679,hộp méo,"[1, 0, 0, 0, 0, 0, 0]"
680,chat luong ok se mua ung ho tip,"[0, 0, 0, 1, 0, 0, 0]"
681,giao hàng nhanh gói hàng cẩn_thận chất_lượng sp sử_dụng biết tốt hy_vọng con hợp sữa nhìn_chung o 5 tiếp_tục phát_triển ưu_đãi hách_hàng,"[1, 0, 0, 0, 0, 0, 0]"
682,nhận đc hàng date xa check mã_vạch ok đóng_gói cản thận cảm_ơn,"[1, 0, 1, 0, 0, 1, 0]"
683,ok mua sữa thơm ngon bé thích uống đóng_gói chu_đáo,"[1, 0, 0, 1, 0, 0, 0]"
684,sữa thơm lắm màu sáng đẹp mua đầu ưng uống thử biết vị_thế_nào,"[0, 0, 0, 1, 0, 0, 0]"
685,hàng đúng mô_tả_giáo hàng nhanh đóng giá sản_phẩm chắc_chắn quay ủng_hộ nhu_cầu,"[1, 0, 1, 0, 1, 0, 0]"
686,mua hàng giao nhanh sữa date mới tv nhiet tinh,"[1, 0, 0, 0, 1, 1, 0]"
687,giao hàng nhanh đóng_gói cẩn_thận hy_vọng mua hỗ_trợ nhiệt_tình,"[1, 0, 0, 0, 1, 0, 0]"
688,giao hàng nhanh lắm luôn mới đặt khuya sáng sữa date xa mua dc giá sale like like tks,"[1, 1, 0, 0, 0, 1, 0]"
689,tin_tưởng sản_phẩm tem rõ_ràng gói cẩn_thận ủng_hộ tiếp,"[1, 0, 1, 0, 0, 0, 0]"
690,sữa pha tan hàng giả hay thật ơi ghi,"[0, 0, 0, 1, 0, 0, 0]"
691,đầu mua chất_lượng tốt một hộp móp hàng nắp xanh mẫu mới nhất date đến 92022 ship hàng nhanh_chóng mua gần tết giá rẻ giá_như khác,"[1, 1, 0, 1, 0, 0, 0]"
692,nhận đc sp ưng hàng mới date xa tiếp_tục ủng_hộ,"[0, 0, 0, 1, 0, 1, 0]"
693,phẩm ok hợp túi_tiền phẩm ok hợp túi_tiền phẩm ok hợp túi_tiền phẩm ok hợp túi_tiền,"[0, 1, 0, 1, 0, 0, 0]"
694,giao hàng hn vô sg nhanh đóng_gói kỹ sữa ngọt may bé hợp_tác uống tiếp_tục ủng_hộ giá tốt,"[1, 1, 0, 0, 0, 0, 0]"
695,giao nhầm sang số 3 mở đành dùng m_ăn chán rõ_ràng tên số 4 mà_còn nhầm hàng,"[1, 0, 0, 0, 1, 0, 0]"
696,sản_phẩm đẹp hình quảng_cáo sản_phẩm ít mùi nhựa giao hàng cực nhanh,"[1, 0, 1, 1, 0, 1, 0]"
697,giao nhanh gói hàng cẩn_thận mua ưng_ý,"[1, 0, 0, 0, 0, 0, 0]"
698,hàng chuẩn nhiệt_tình shiper siêu dễ_thương,"[0, 0, 1, 0, 1, 0, 0]"
699,chất_lượng sản_phẩm tốt đóng_gói cẩn_thận móp méo hộp hạn sử_dụng dài ủng_hộ,"[1, 0, 0, 1, 0, 1, 0]"
700,giao nhanh đóng_gói cẩn_thận date xa_giá phải_chăng,"[1, 1, 0, 0, 0, 1, 0]"
701,giao hàng nhanh đóng_gói cẩn_thận uy_tín mua ủng_hộ,"[1, 0, 0, 0, 0, 0, 0]"
702,mua đóng_gói kĩ chắc_chắn bán hàng nhiệt_tình,"[1, 0, 0, 0, 1, 0, 0]"
703,dã nhận đủ hàng gói hàng gọn giao nhanh giảm_giá mua vui tks,"[1, 1, 0, 0, 0, 0, 0]"
704,nhận hàng chất lưoẹng ok uống tốn muỗng múc sữa to mmmmmm,"[0, 0, 0, 1, 0, 0, 0]"
705,date mới giao hàng nhanh_chóng,"[1, 0, 0, 1, 0, 1, 0]"
706,mong hàng chất lương tốt giá rẻ cửa_hàng fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff,"[0, 1, 0, 0, 0, 0, 0]"
707,nhận đc hàng ảnh mang tính_chất kiếm xu chúc buôn may bán đắt nhé,"[0, 0, 0, 0, 0, 0, 1]"
708,giao hàng nhanh hộp giấy chất_lượng 5 ️ ️ ️ ️ ️,"[1, 0, 0, 1, 0, 0, 0]"
709,bỉm mỏng thoáng mua hàng tết dc tặng quà tư_vấn siêu nhanh,"[0, 0, 0, 1, 1, 0, 0]"
710,mua r yên_tâm lười chụp qá chụp đại ảnh lấy xu haha,"[0, 0, 0, 0, 0, 0, 1]"
711,đóng_gói chắc_chắn giao hàng nhanh nhiệt_tình chất_lượng ok,"[1, 0, 0, 1, 1, 0, 0]"
712,mua tin_tưởng sữa ngon thơm tan nhanh trong nước vón cục,"[0, 0, 0, 1, 1, 0, 0]"
713,bé nhà hợp_tác dòng sữa đặc_biệt bán giá luôn tốt mua chục hộp ở,"[0, 1, 0, 0, 0, 0, 0]"
714,giaoo hànggg chậmmm xiúuuu được_cái tư_vấn nhiệt_tình 5 saoooo,"[1, 0, 0, 0, 1, 0, 0]"
715,chek mã_vạch hàng chuẩn úc,"[0, 0, 1, 0, 0, 0, 0]"
716,giao hàng nhanh hàng chất_lượng đóng_gói kỹ giá_cạnh_tranh đáng tiền bao_bì mẫu_mã đẹp ủng_hộ lâu_dài chúc mua may bán đắt,"[1, 1, 0, 1, 0, 0, 0]"
717,đóng_gói cẩn_thận hàng date xa,"[1, 0, 0, 1, 1, 1, 0]"
718,mua 3 ưng cm ơn,"[0, 0, 0, 0, 0, 0, 1]"
719,canh hộp giấy mua tính giá_thành rẻ đỡ mất_công đập móp hộp vứt đi,"[0, 1, 0, 0, 0, 0, 0]"
720,con uống sữa mua nhiêu đâyyyyyyyyyyyyyyyyyyy,"[0, 0, 0, 0, 0, 0, 0]"
721,giao hàng nhanh hàng tem nhãn đầy_đủ giá_cả hợp_lý đóng_gói cẩn_thận,"[1, 0, 1, 0, 0, 1, 0]"
722,ok hạn 2022 dài,"[0, 0, 0, 1, 0, 1, 0]"
723,đóng_gói siêu cẩn_thận ưng_ý vote 5 đủ 100 kí_tự nhỉ m bán quần chip dokma nha,"[1, 0, 0, 0, 0, 0, 0]"
724,gói cẩn_thận giao nhanh,"[1, 0, 0, 0, 1, 0, 0]"
725,đóng_gói sản_phẩm chắc_chắn giao hàng đúng hẹn ủng_hộ lâu dai,"[1, 0, 0, 0, 0, 0, 0]"
726,đặt chiều hôm_qua trưa nay nhận,"[1, 0, 0, 0, 0, 0, 0]"
727,date mới 5sao,"[0, 0, 0, 0, 0, 1, 0]"
728,chua mo xem the nao giao hang nhan check ma thi thuy dien hay thuy si gi dó hi vong hang tot se ung ho tiep,"[0, 0, 0, 0, 0, 0, 0]"
729,bỉm sài ok nhé mua,"[0, 0, 0, 1, 0, 0, 1]"
730,gói hàng cẩn_thận tư_vấn nhiệt_tình trách_nhiệm 5 ủng_hộ,"[1, 0, 0, 0, 1, 0, 0]"
731,quà tặng m hài_lòng ️ ️ ️ ️ ️,"[0, 0, 0, 0, 1, 0, 0]"
732,mua xài cảm_thấy oke tin_tưởng tuyệt_đối he,"[0, 0, 0, 1, 1, 0, 1]"
733,sản_phẩm đóng_gói chắc_chắn sử_dụng biết chất_lượng,"[1, 0, 0, 0, 1, 0, 0]"
734,mua sale giá giảm giao hàng nhanh đóng_gói kĩ_càng chèn xốp dán niêm_phong hàng dễ vỡ hộp sữa nguyên_vẹn móp méo j ưng,"[1, 1, 0, 0, 1, 0, 0]"
735,sản_phẩm đóng_gói cẩn_thận giao hàng nhanh ủng_hộ cửa_hàng,"[1, 0, 0, 0, 0, 0, 0]"
736,hình anh liên_quan tới sân pham nhung minh luoi chụp hình sản_phẩm ok gọi hàng kỹ ủng_hộ,"[0, 0, 0, 0, 0, 0, 0]"
737,đóng_gói cẩn_thận giao hàng lâu xíu sữa date tháng 112021 nói_chung tạm ổn,"[1, 0, 0, 0, 0, 1, 0]"
738,hàng chuẩn uống ngon giao hành chậm tang uống tiếp,"[1, 0, 1, 1, 0, 0, 0]"
739,night bỉm cứng gold sản_phẩm tốt ảnh video liên_quan,"[0, 0, 0, 1, 0, 0, 1]"
740,hạn_dùng 2021 quan_tâm khuyến_mãi vui hài_lòng,"[0, 0, 0, 0, 1, 0, 0]"
741,hàng ngon chất_lượng mua thứ tiếp_tục ủng_hộ hẹn gặp em chúc vui_vẻ hạnh_phúc,"[0, 0, 0, 1, 0, 0, 0]"
742,nhận hàng gởi hàng nhanh kỹ_càng thứ tư mua phê_bình,"[1, 0, 0, 0, 0, 0, 1]"
743,neodndns dkebd aksbd mdkebd spneis skdbfjx xjsmdj dkwbdkx,"[0, 0, 0, 0, 0, 0, 0]"
744,sản_phẩm tốt đóng_gói cẩn_thận giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
745,dùng biết thế_nào,"[0, 0, 0, 0, 0, 0, 1]"
746,giao hàng lâu mọi dù_sao 5 saooooo nhesssssssss,"[1, 0, 0, 0, 0, 0, 0]"
747,psp ok giao hàng nhanh ung hộ date daig hạn jjksksbssvsv,"[1, 0, 0, 1, 0, 1, 0]"
748,sữa thơm béo bé thích giao hàng nhanh đúng hàng cám_ơn,"[1, 0, 1, 1, 0, 0, 0]"
749,hình video liên_quan giao hàng nhanh về háo_hức mở dc nhận mẫu mới giao mẫu cũ cảm_ơn,"[1, 0, 0, 0, 0, 0, 0]"
750,mua hàng đóng_gói cẩn_thận chắc_chắn móp méo luôn nhé mn ủng_hộ tiêp tục ạ,"[1, 0, 0, 0, 1, 0, 0]"
751,giao hàng nhanh đóng_gói cẩn_thận sản_phẩm đúng mẫu tiếp_tục ủng_hộ,"[1, 0, 1, 0, 1, 0, 0]"
752,ngon bé thích uống,"[0, 0, 0, 1, 0, 0, 0]"
753,sữa tốt hàng chuẩn giá rẻ giao hàng nhanh đóng_gói cẩn_thận,"[1, 1, 1, 1, 0, 0, 0]"
754,con_con be there at seven and you can get the money to me and you will be able to get it to me haha,"[0, 0, 0, 0, 0, 0, 0]"
755,okokokokokok kokokookokokokokok okjokookookojggjlh falls đc uhhjk hđlđ doạ đoá issues,"[0, 0, 0, 0, 0, 0, 0]"
756,hàng nhận ok ạ hộp móp méo chắc vận_chuyển ksao ạ,"[1, 0, 0, 0, 0, 0, 0]"
757,sữa thơm chủ tư_vấn nhiệt_tình giao hàng nhanh ủng_hộ tiếp,"[1, 0, 0, 1, 1, 0, 0]"
758,con sang tháng thứ 6 đổi nan muốn thử aptamil nhỉ xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,"[0, 0, 0, 0, 0, 0, 1]"
759,hàng chất_lượng ok đặt đến nhận hàng dất nhanh đóng_gói cẩn_thận hộp méo chấp_nhận giao hàng nhanh nhiệu tình sử lý đơn hàng nhanh ok ủng_hộ tiếp,"[1, 0, 0, 0, 0, 0, 0]"
760,bỉm dùng tốt đống gói cẩn_thận giao hàng nhanh con hết bỉm ủng_hộ,"[1, 0, 0, 1, 0, 0, 0]"
761,mua bỉm dùng thích bé hăm,"[0, 0, 0, 1, 0, 1, 1]"
762,giao hàng dsungs đầy_đủ số_lượng đặt_hàng mới nhân_viên giao hàng nhiệt_tình vui_vẻ,"[1, 0, 0, 0, 1, 1, 0]"
763,mua lắm r đấy nnbdhsjd hs hsjsjdbeievdiehd dưbdjebdiebd,"[0, 0, 0, 0, 0, 0, 0]"
764,sp chất_lượng giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
765,đóng_gói sản_phẩm chắc_chắn phục_vụ tốt chất_lượng sản_phẩm ok,"[1, 0, 0, 1, 1, 0, 0]"
766,hộp t5,"[0, 0, 0, 0, 0, 0, 1]"
767,sữa ngậy béo nhàn_nhạt con thích uống uống 3 mới hết hộp 200ml buồn ghê,"[0, 0, 0, 1, 0, 0, 0]"
768,giao hàng nhanh nắp xanh giống trong ảnh biết sữa chuẩn bé nhà uống sữa đi_ngoài buồn,"[1, 0, 0, 0, 0, 1, 1]"
769,hình_ảnh liên_quan hình_ảnh liên_quan hình_ảnh liên_quan,"[0, 0, 0, 0, 0, 0, 0]"
770,đóng_gói ổnq,"[1, 0, 0, 0, 0, 0, 0]"
771,giải_đáp thắc_mắc hỏi nt trl hộp mua bên đậm hàng nhờ mua sách tay,"[0, 0, 0, 0, 1, 0, 0]"
772,chat luong san pham tot mua cua sh 100h ung hộ tipd,"[0, 0, 0, 1, 0, 0, 0]"
773,mua 3 con uống tiêu_hoá tốt bón con dùng luôn sữa sp rẻ chất_lượng hàng chec chính_hãng mọi ng yên_tâm hi mua con dùng nhé,"[0, 1, 1, 1, 0, 1, 0]"
774,giao hàng nhanh đóng_gói chắc_chắn dùng đánh_giá đc chất_lượng chất_lượng ok ủng_hộ dài_dài,"[1, 0, 0, 0, 0, 0, 0]"
775,hàng đóng_gói cẩn thậnhàng đóng_gói cẩn thậnhàng đóng_gói cẩn_thận hạn sd 2021,"[1, 0, 0, 0, 0, 1, 0]"
776,mua hàng giao hàng nhanh nhiệt_tình,"[1, 0, 0, 0, 1, 0, 0]"
777,sản_phẩm tem chính_hãng phục_vụ tốt đóng hàng nhanh gửi hàng nhanh,"[1, 0, 1, 0, 1, 0, 0]"
778,giao hàng chậm đừng chọn j t express,"[1, 0, 0, 0, 0, 0, 0]"
779,giao nhanh sản_phẩm tốt m hài_lòng gần nhà đặt ship now tiện,"[1, 0, 0, 1, 0, 0, 0]"
780,thời_gian giao hàng nhanh nhận hàng giống mô_tả thanks,"[1, 0, 0, 0, 0, 0, 0]"
781,hộp sữa bung bọc sp kĩ hơn_nữa tránh va_đập,"[1, 0, 0, 0, 0, 0, 0]"
782,đóng_gói cẩn thân date xa_giá phải_chăng c,"[1, 1, 0, 0, 0, 1, 0]"
783,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp chắc_chắn thời_gian giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
784,hàng giao nhanhm date xa đóng_gói cẩn_thận mua dc giá tốt thank hdirhbxksjshdbowhdhcnhcjsnbdgfchggvhjvgghhg,"[0, 0, 0, 0, 0, 0, 0]"
