Unnamed: 0,text,label
3585,đúng sản_phẩm giao hàng đúng hẹn nói_chung tốt,"[1, 0, 0, 0, 0, 0, 0]"
3586,quảng_cáo quà tặng đằng tặng nẻo tào laooo,"[0, 0, 0, 0, 1, 0, 0]"
3587,đóng_gói cẩn_thận giao hàng siêu nhanh dùng đánh_giá chất_lượng date siêu xa,"[1, 0, 0, 0, 0, 1, 0]"
3588,sản_phẩm cực_kỳ hút nước làm_bé khó_chịu mất dáng đi bé,"[0, 0, 0, 1, 0, 0, 0]"
3589,tã mỏng thoáng mát bé xài pamper hăm tã sức chứa hạn_chế 2h thay dùng đêm tràn,"[0, 0, 0, 1, 0, 0, 0]"
3590,mua tặng người quen khen dùng tốt giá rẻ mã giảm_giá mua 6 gói,"[0, 1, 0, 1, 0, 0, 0]"
3591,hài_lòng nhận ngựa,"[0, 0, 0, 0, 1, 0, 0]"
3592,mua hôm 18 8 đc tặng nhà nhạc cuối_cùng đc tặng hnay báo đc tặng gối,"[0, 0, 0, 0, 1, 0, 0]"
3593,sản_phẩm đóng_gói cẩn_thận toi hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
3594,chắc_chắn lắm,"[0, 0, 0, 0, 0, 0, 0]"
3595,sản_phẩm dùng tốt,"[0, 0, 0, 0, 0, 0, 1]"
3596,ok nhân_viên giao hàng nhiệt_tình,"[1, 0, 0, 0, 0, 0, 0]"
3597,ship thu 450 trong phiếu 440 bao_nhiêu lạ chồng nhận giùm hỏi đc,"[0, 0, 0, 0, 0, 0, 1]"
3598,giao hàng nhanh tã mềm mượt nói_chung đáng đồng_tiền,"[1, 0, 0, 1, 0, 0, 0]"
3599,đóng_gói ky giao hàng nhanh ship cực thân_thiện bao_bì mới ưng,"[1, 0, 0, 1, 0, 0, 0]"
3600,giao hàng nhanh sức,"[1, 0, 0, 0, 0, 0, 0]"
3601,giao hàng nhanh dự_kiến tã dễ_chịu thoải_mái,"[1, 0, 0, 1, 0, 0, 0]"
3602,giao hàng nhanh đóng_gói cẩn_thận sản_phẩm sử_dụng tốt,"[1, 0, 0, 1, 0, 0, 0]"
3603,mới lấy về mở dùng hâm mông bé mua tiếp,"[0, 0, 0, 0, 0, 0, 0]"
3604,giao hàng nhanh giá hợp_lí,"[1, 1, 0, 0, 0, 0, 0]"
3605,ship hàng gọi điện đến nhà giao đi làm ở nhà kiểm_tra hàng đc nhờ người nhận giúp rõ chán,"[1, 0, 0, 0, 0, 0, 0]"
3606,thử đổi hãng bé nhà trc bạn dùng pamper sử_dụng biết cảm_nhận thế_nào tk giao hàng nhanh giá rẻ khác,"[1, 1, 0, 0, 0, 0, 0]"
3607,sản_phẩm tốt giao hàng siêu nhanh,"[1, 0, 0, 1, 0, 0, 0]"
3608,tính mua tã quần unidry cung 6 7 mấy mua bịch 60 miến đợt nao gấu bông đợt mua loại 74 miến ma mua bich luon duoc quà tã thi bé mặc thổi mái hâm bí_bách tã khác,"[0, 0, 0, 1, 1, 1, 0]"
3609,sản_phẩm chất_lượng tuyệt_vời đúng mô_tả đóng_gói sản_phẩm đẹp chắc_chắn phục_vụ tốt đáng tiền giao hàng nhanh ps thời_gian chụp lấy đỡ hình mạng up,"[1, 1, 1, 1, 1, 0, 0]"
3610,dùng tốt bỉm thấm hút giao hàng nhanh ủng_hộ,"[1, 0, 0, 1, 0, 0, 0]"
3611,đầu mua sữa nhập sợ giả giao hàng bao nilong kỹ_lưỡng thanks,"[1, 0, 1, 0, 0, 0, 0]"
3612,nhận đc quà tặng kèm mong xem lai,"[0, 0, 0, 0, 1, 0, 0]"
3613,rat hai_long ngon bo re tuyet voi,"[0, 1, 0, 1, 0, 0, 0]"
3614,tả thấm hút tốt tặng gấu bông cực yêu luôn nhà cháu nhỏ chuyển dòng hết tả hộp giá tiền dùng ok bằng,"[0, 1, 0, 1, 1, 0, 0]"
3615,sản_phẩm tốt vận_chuyển hàng nhanh nhân_viên giao hàng nhiệt_tình,"[1, 0, 0, 1, 0, 0, 0]"
3616,ủng_hộ giao hàng nhanh chongd,"[1, 0, 0, 0, 0, 0, 0]"
3617,tôi đặt combo gói tã quần nhận gói tình_trạng báo giao hàng thành_công bên cạnh thời_gian giao hàng lâu gần 0 ngày bao_bì ng_gói cẩn_thận,"[1, 0, 0, 0, 1, 0, 0]"
3618,giao hàng nhanh dùng tốt,"[1, 0, 0, 1, 0, 0, 0]"
3619,mua gói moony size m đc voucher sale 30 mua dầu olive kid nhưng_ nhận đc hàng nhận đc quà,"[0, 0, 0, 0, 1, 0, 0]"
3620,ad ơi đặt mua sản_phẩm tặng kèm bình lock lock quảng_cáo ạ cơ_ giao hàng nhanh thích lắm,"[1, 0, 0, 0, 1, 0, 0]"
3621,cực_kì hài_lòng hàng giao nhanh đúng y_như hình,"[1, 0, 1, 0, 0, 0, 0]"
3622,đặt mua mất thời_gian sàn giao_dịch khác thôi ổn,"[0, 0, 0, 0, 0, 0, 1]"
3623,tả quần nhẹ mềm bé mặc thoải_mái loại tả khác tả quần size xxxl nhỉ,"[0, 0, 0, 1, 0, 0, 0]"
3624,sản_phẩm tốt giá_cả ưu_đãi thanks,"[0, 1, 0, 1, 0, 0, 0]"
3625,cám_ơn giao hàng nhanh giá_cả ổn_định,"[1, 1, 0, 0, 0, 0, 0]"
3626,rẻ êm nói_chung hợp túi_tiền,"[0, 1, 0, 1, 0, 0, 0]"
3627,tốt sp tốt tốt tốt tôt tốt tốt tôt,"[0, 0, 0, 0, 0, 0, 0]"
3628,mua hàng hài_lòng bỉm hồi pamper mẫu giữ dáng dùng bé ok trung_thành sd thôi mỏng nhẹ đai co_giãn mềm_mại khả_năng thấm hút cực tốt _điều size nhỏ loại meries chút,"[0, 0, 0, 0, 0, 0, 0]"
3629,tã mềm thấm hút tốt rộng_rãi giao nhanh sáng đặt chiều dù m đăng_kí now,"[1, 0, 0, 1, 0, 0, 0]"
3630,thích mua hàng ti ki uy_tín chất_lượng kiểm hàng mua hàng ti ki,"[0, 0, 1, 1, 0, 0, 0]"
3631,tã mùi bề_mặt tã mềm mịn ôm nhẹ lấy bé vết hằn hề xệ mặc_dù bé tè bé hoạt_động dễ_dàng băng keo cuốn tã sử_dụng mua đợt giảm_giá giá tốt ưng sản_phẩm tã pampers giữ dáng canh sale mua,"[0, 1, 0, 1, 0, 0, 0]"
3632,hàng giao nhanh đặt chiều hôm trưa hôm giao hàng mới sản_xuất hạn sử_dụng dài đóng_gói cẩn_thận,"[1, 0, 0, 1, 0, 1, 0]"
3633,vô_cùng hài_lòng giao hàng nhanh chất_lượng,"[1, 0, 0, 1, 0, 0, 0]"
3634,order tết mới nhận hôm_nay dùng sp chất_liệu tốt to nặng xíu as expected,"[1, 0, 0, 1, 0, 0, 1]"
3635,săn bỉm giá rẻ giảm trừ 80 tiếc săn trưa giảm 100 hết mất thảm chơi bé chơi đầu mua tả hãng hi_vọng bé hợp hăm,"[0, 1, 0, 0, 1, 0, 0]"
3636,giá đắt sữa ngọt đề_nghị hãng giảm độ ngọt đi uống có_vẻ nóng trong giá mua tàm_tạm khác giao hàng siêu nhanh bạn ship hàng tốt,"[1, 1, 0, 1, 1, 0, 0]"
3637,tốt tốt tốt,"[0, 0, 0, 0, 0, 0, 1]"
3638,tốt giao hàng nhanh ủng_hộ trong tương_lai,"[1, 0, 0, 1, 0, 0, 0]"
3639,tả mềm_mỏng thấm hút tốt bé mặc thoáng mát giao hàng nhanh cảm_ hài_lòng sản_phẩm ưng nhất_là miếng dán phía dùng xong gói tả vệ_sinh làn mua mẫu cũ miếng dán mua bobby mẫu mới chắc _ chuyển sang xài pampers bé luôn,"[1, 0, 0, 1, 0, 0, 0]"
3640,nhận hàng order hoàn tàn đồng_ý quảng_cáo nhập_khẩu đức đơn_vị bán hàng thứ nhất bình sữa made in china đồng_ý thương_hiệu lớn mỹ nhật đức gia_công ở trung_quốc _thể bỏ_qua điểm tuy_nhiên thứ hai tất_cả bao_bì hường dẫn sử_dụng bằng tiếng trung liên_quan đến đức ngoại_trừ hình lá cờ đức dòng chữ germany in bé bé góc hộp _thể tin_tưởng sản_phẩm lưu_hành ở thị_trường đức dc nhập_khẩu về vn hỏi sp sx ở đâu nhận dc câu trả_lời tự gia_công oem thương_hiệu nhà_sản_xuất cụ_thể thật_sự thất_vọng nhận hàng bây_giờ biết sản_phẩm an_toàn bé ai kiểm_định chất_lượng nhựa silicon bình tuy_nhiên tháo tem sản_phẩm đổi hàng phiền_phức viết comment mong kiểm_soát thông_tin quảng_cáo chính_xác cụ_thể sản_phẩm tránh đánh_đố gây hiểu lầm khách_hàng dẫn đến tình_trạng hài_lòng trường_hợp bỏ ý_định mua sản_phẩm ngoài sách mặc_dù giá_cả tốt chút ng rủi_ro về chất_lượng xin cảm_ơn tiếp_nhận thông_tin,"[0, 1, 0, 0, 1, 0, 0]"
3641,hàng chính_hãng yên_tâm bé xài tính lợi mua gói 54m,"[0, 1, 1, 0, 0, 0, 0]"
3642,giao hàng nhanh đóng_gói cẩn_thận tôi hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
3643,giá_cả hợp_lý chất_lượng đảm_bảo trẻ,"[0, 1, 0, 1, 0, 0, 0]"
3644,tả xài êm ok bé lắm nha,"[0, 0, 0, 1, 0, 0, 0]"
3645,sản_phẩm tốt bé nhà dùng bobby sinh đến giờ trộm_vía hăm trời lạnh gần đóng suốt giao hàng nhanh giá tốt mua đợt km quà mã giảm_giá,"[1, 1, 0, 1, 1, 1, 0]"
3646,lừa cách trắng_trợn sizel20 đi giao 08,"[0, 0, 0, 0, 1, 0, 0]"
3647,thích sản_phẩm dùng ok,"[0, 0, 0, 1, 0, 0, 0]"
3648,sản_phẩm ok tuy_nhiên bé 5 5kg mặc chật hằn luôn,"[0, 0, 0, 1, 0, 0, 0]"
3649,giao hàng tốt,"[1, 0, 0, 0, 0, 0, 0]"
3650,đặt bịch bé gái bao_bì ngoài ghi man bên trong bỉm u hồng chả biết nhầm nhỉ chả lẽ người nhật nhầm,"[0, 0, 0, 0, 0, 0, 1]"
3651,giá tốt giao hàng nhanh chong,"[1, 1, 0, 0, 0, 0, 0]"
3652,bán đồ hk tâm v b đưa đồ hết han thi lm s ma xai date 5 019 sợ roi b mua bich tien mo hoi cong suc cua ng ta,"[0, 0, 0, 0, 0, 0, 1]"
3653,nhà 3 bé nhỏ đến lớn sử_dụng tả huggies mua nhà an_tâm,"[0, 0, 0, 0, 0, 0, 1]"
3654,tã thích_hợp dùng ban_ngày khoảng 3 4 tiếng nặng_trĩu ạ mua bé xài ban_ngày thôi đêm dùng loại khác mới lo tràn,"[0, 0, 0, 0, 0, 0, 1]"
3655,hài_lòng đặt tã quần giao tã dán dịch_vụ tệ,"[0, 0, 0, 0, 1, 0, 0]"
3656,tã xài siêu thấm hút xịn mua đc deal giá hời,"[0, 1, 0, 1, 0, 0, 0]"
3657,giao hàng tỉnh,"[0, 0, 0, 0, 0, 0, 0]"
3658,dễ_thương _trời đất luôn nè tuyệt,"[0, 0, 0, 0, 0, 0, 0]"
3659,đặt_hàng m gấu bông bé nhận hàng,"[0, 0, 0, 0, 1, 0, 0]"
3660,hàng tốt bé thích mmmmmmmm,"[0, 0, 0, 1, 0, 0, 0]"
3661,sp tốt giao hàng nhanh_chóng con mk thich,"[1, 0, 0, 1, 0, 0, 0]"
3662,tã mềm thấm hút tốt,"[0, 0, 0, 1, 0, 0, 0]"
3663,san phẩm dung thích da bé khô thoáng ủng_hộ kiti dài,"[0, 0, 0, 1, 0, 0, 0]"
3664,ok ok okokonojojojokokokokojojojkkokokokokokkokokokokokokokko,"[0, 0, 0, 0, 0, 0, 0]"
3665,nghe mùi thơm lằn lưng chắc phai mua size bé 5 kg mom mua cân_nhắc size bé,"[0, 0, 0, 0, 0, 0, 1]"
3666,giá tốt chất_lượng tốt,"[0, 1, 0, 1, 0, 0, 0]"
3667,sản_phẩm xài tốt giá tốt vận_chuyển đúng hẹn thích nhất thời_gian vận_chuyển,"[1, 1, 0, 1, 0, 0, 0]"
3668,sản_phẩm chất_lượng hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
3669,mua con sử_dụng chất_lượng ok,"[0, 0, 0, 1, 0, 0, 0]"
3670,ship hàng nhanh,"[1, 0, 0, 0, 0, 0, 0]"
3671,đợt mua hàng hài_lòng riêng đợt mua hài_lòng bao_bì cũ dơ,"[0, 0, 0, 1, 0, 0, 0]"
3672,cảm_ơn nha rẻ túi_tiền người dân,"[0, 1, 0, 0, 0, 0, 0]"
3673,bỉm pampers khiến cảm_thấy hài_lòng về chất_lượng độ thấm tuy_nhiên vơi bỉm khác kích_thước nhỏ thường mua size bỉm nhỉnh size,"[0, 0, 0, 1, 0, 0, 0]"
3674,tả mỏng thấm tốt tràn bé ngủ ngon,"[0, 0, 0, 1, 0, 0, 0]"
3675,sản_phẩm ok bé nhà tôi dùng sản_phẩm,"[0, 0, 0, 1, 0, 0, 0]"
3676,mới sài size xl biết loại mới tràn ướt hết lưng phần giữa phía khô queo bé tiểu thứ size xl mẫu ok ngoài_ra lưng có_vẻ thấm mồ_hôi tốt nói_chung mẫu ok,"[0, 0, 0, 1, 0, 0, 0]"
3677,giao hàng nhanh mua hài_lòng,"[1, 0, 0, 0, 0, 0, 0]"
3678,tã mềm_mỏng dùng bé_nhỏ thường_xuyên thay tã,"[0, 0, 0, 1, 0, 0, 0]"
3679,mấy dùng o tả thấm bé đái toàn tràn ngoài hàng ém chất_lượng,"[0, 0, 0, 1, 0, 0, 0]"
3680,quần đẹp sai ok có_điều giao trùng 2cai giống nhau,"[0, 0, 0, 0, 0, 0, 0]"
3681,nao mới km vừa_rồi 350k1 hộp ạ mua 5 hộp giá giảm,"[0, 0, 0, 0, 0, 0, 1]"
3682,bt sp nhân_viên giao hàng ngứa_mắt nhân_viên biết địa_chỉ khỏi giao hàng địa_chỉ rõ_ràng như_thế đọc gọi hỏi n phiền_phức,"[0, 0, 0, 0, 0, 0, 0]"
3683,chất_liệu dày thực_tế giống hình nói_chung hài_lòng,"[0, 0, 1, 1, 0, 0, 0]"
3684,giao siêu nhanh tối đặt sáng hôm nhưng_mà đóng_gói sơ_sài tiếp_tục săn sale ủng_hộ,"[1, 0, 0, 0, 0, 0, 0]"
3685,tả ok hợp túi_tiền,"[0, 1, 0, 1, 0, 0, 0]"
3686,hang ok voi gia tien thoang mat hut am tot,"[0, 0, 0, 1, 0, 0, 0]"
3687,giao hàng cực nhanh tặng quà dễ_thương,"[1, 0, 0, 0, 1, 0, 0]"
3688,giá phù_hợp thích_hợp thay thường_xuyên bé,"[0, 1, 0, 0, 0, 0, 0]"
3689,nắp kim_loại sữa dễ kiến,"[0, 0, 0, 0, 0, 0, 1]"
3690,hàng chuẩn giao hàng nhanh,"[1, 0, 1, 0, 0, 0, 0]"
3691,hang cuc tot dong goi nhiei ttham hut tot,"[0, 0, 0, 0, 0, 0, 0]"
3692,bỉm chất_lượng mua bé anh đến giờ,"[0, 0, 0, 1, 0, 0, 0]"
3693,sản_phẩm tuyệt_vời bỉm đóng đêm khô thoáng mua xài dần bé,"[0, 0, 0, 1, 0, 0, 0]"
3694,giá rẻ sài ok,"[0, 1, 0, 0, 0, 0, 0]"
3695,mua tã quần pamper nhìu o dùng pamper xen ẻ loại hác dùng ban_ngày dùng ban_đêm tã thấm hết giá rẻ hài_lòng,"[0, 1, 0, 1, 0, 0, 0]"
3696,sản_phẩm giống mô_tả nói loại đệm lưng thấm mồ_hôi ng nhận về loại khô thoáng bình_thường nói tặng 9 miếng ng gói tã tặng kèm mở bên trong,"[0, 0, 1, 1, 1, 0, 0]"
3697,mua bỉm rẻ nhất lúc_nào quất dịch jumbo biết đến gói jumbo bao_giờ mua bịch nhỏ luôn,"[0, 1, 0, 0, 0, 0, 0]"
3698,vị trà ngon khó uống con thích mua trẻ,"[0, 0, 0, 1, 0, 0, 0]"
3699,hài_lòng về sản_phẩm ủng_hộ dài_dài ạ,"[0, 0, 0, 0, 0, 0, 1]"
3700,hài_lòng sẻ ủng_hộ,"[0, 0, 0, 0, 0, 0, 1]"
3701,xài thích tràn thích_hợp mang buổi đêm hăm giao hàng nhanh đk freeship mang ban_ngày dày xài thích mấy hãng khác,"[1, 0, 0, 1, 0, 1, 0]"
3702,bao_bì bẩn hy_vọng sản_phẩm ok giá rẻ siêu_thị,"[1, 1, 0, 0, 0, 0, 0]"
3703,thoáng nhẹ mua xin cảm_ơn,"[0, 0, 0, 1, 0, 0, 0]"
3704,giong nhu hinh anh chat luong thi pai dung moi biet,"[0, 0, 0, 0, 0, 0, 0]"
3705,giặt đến thứ rách tràn ướt hết,"[0, 0, 0, 1, 0, 0, 0]"
3706,đơn hàng_đầu làm tốt càng_ngày_càng hài_lòng giao hàng chậm đúng ngày gọi điện báo khách hang gọi kêu nhân_viên kiểm_tra gọi chẳng ai gọi hài_lòng về cách nhân_viên tổng_đài làm_ hài_lòng về giao hàng chậm_trễ,"[1, 0, 0, 0, 1, 0, 0]"
3707,ơi mua 3 gói tăngj siêu xe mua 3 gói tặng mua bỉm con sinh bé tới h hiểu đề _ luôn đặt hiện quà tặng giao kiểm_tra giúp,"[0, 0, 0, 0, 1, 0, 0]"
3708,giao hàng nhanh sp đóng_gói chắc_chắn ok,"[1, 0, 0, 0, 0, 0, 0]"
3709,sản_phẩm date xa quà tặng kèm siêu dễ_thương tiện mẹ bé nhà thích lắm luôn,"[0, 0, 0, 0, 1, 1, 0]"
3710,sản_phẩm tốt đúng chất_lượng,"[0, 0, 0, 1, 0, 0, 0]"
3711,thật_sự chán inh_hủng nay nhận bịch mang dùng dùng nổi bỉm nhão_nhoét ôm mông con phần chun bụng luôn 0 điểm về chỗ mẹ mua bỉm giờ vứt tiếc dùng chả dùng nổi dùng jo ngon chớ,"[0, 0, 0, 1, 0, 0, 0]"
3712,giao hàng nhanh ngày đóng_gói sơ_sài kỹ rách chỗ vỏ bọc ngoài,"[1, 0, 0, 0, 0, 0, 0]"
3713,ok mua,"[0, 0, 0, 0, 0, 0, 1]"
3714,sản_phẩm ok gói hàng cẩn_thận lắm,"[1, 0, 0, 1, 0, 0, 0]"
3715,hàng sài tot,"[0, 0, 0, 0, 0, 0, 0]"
3716,em mua tặng 9 miếng đủ gói 3 dây dây 3 miếng khách coi kỹ đánh_giá tặng 3 miếng tặng à ok mùi dễ_chịu tí,"[0, 0, 0, 1, 1, 0, 0]"
3717,nhận hàng nha ơi giao hàng nhanh đóng_gói sản_phẩm kỹ,"[1, 0, 0, 0, 0, 0, 0]"
3718,rẻ mua bên ngoài giao hàng nhanh_chóng,"[1, 1, 0, 0, 0, 0, 0]"
3719,chật mua xxl chi_bằng size l thôi,"[0, 0, 0, 1, 0, 0, 0]"
3720,giao hang nhanh chat luong tuyet voi lun minh rat tin tuong,"[1, 0, 0, 1, 0, 0, 0]"
3721,giao quà tặng mới giao quà tặng,"[0, 0, 0, 0, 1, 0, 0]"
3722,sản_phẩm tốt đóng_gói chắc_chắn giao hàng nhanh tiếp_tục mua hàng,"[1, 0, 0, 1, 0, 0, 0]"
3723,bỉm thấm hút tốt mẫu_mã đẹp giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
3724,đẩy tay cầm sát xuống vặn nắp chặt xíu bé thích,"[0, 0, 0, 0, 0, 0, 0]"
3725,đặt bỉm thanh_toán đến nhận mới ngớ đặt nhầm size nói bạn giao hàng mang về luôn bạn giao hàng nói nhận đi xong gọi tổng_đài người đến lấy đổi hoặc trả nghĩ bạn ấy mất_công mang đi lấy xong gọi điện tổng_đài báo hỗ_trợ thôi thất_vọng về,"[0, 0, 0, 0, 1, 0, 0]"
3726,bỉm,"[0, 0, 0, 0, 0, 0, 0]"
3727,sữa chính_hãng xe đồ_chơi chắc_chắn đẹp,"[0, 0, 1, 0, 1, 0, 0]"
3728,sản_phẩm tốt phù_hợp túi_tiền mà_lại tặng quà,"[0, 1, 0, 1, 1, 0, 0]"
3729,sản_phẩm dùng tốt hạn xa_giá rẻ combo cỡ nhỉ,"[0, 1, 0, 1, 0, 1, 0]"
3730,giao nhanh sp date xa,"[1, 0, 0, 0, 0, 1, 0]"
3731,sản_phẩm tốt đóng_gói đạt chất_lượng giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
3732,chất bt phù_hợp giá bán nổi_trội lắm,"[0, 0, 0, 0, 0, 0, 1]"
3733,thoi gian giao hang nhanh chat lượng san phẩm dùng đánh_giá,"[1, 0, 0, 0, 0, 0, 0]"
3734,hàng tốt đóng_gói cẩn_thận mua tiếp thanks,"[1, 0, 0, 1, 0, 0, 0]"
3735,giá_cả hợp_lý,"[0, 1, 0, 0, 0, 0, 0]"
3736,san pham tot giao hang nhanh,"[1, 0, 0, 1, 0, 0, 0]"
3737,cực_kỳ hài_lòng nhận hàng sp đẹp chắc_chắn y mẫu,"[0, 0, 0, 1, 0, 0, 0]"
3738,mua đợt khuyến_mãi giá tốt chất luong hợp túi_tiền,"[0, 1, 0, 1, 0, 0, 0]"
3739,hàng chuẩn giá rẻ,"[0, 1, 1, 0, 0, 0, 0]"
3740,giao hàng nhanh quà tặng dễ_thương xinh_xắn giá_cả tốt gia_đình tôi hài_lòng về mong luôn_luôn phát_triển,"[1, 1, 0, 0, 1, 0, 0]"
3741,đặt_hàng hàng khuyến_mãi kèm giao hàng nhanh hài_lòng,"[1, 0, 0, 0, 1, 0, 0]"
3742,giao hàng chậm đóng_gói cẩn_thận biết bé nhà tè hay dòng tả đêm thay mô_tả sản_phẩm bé giấc_ngủ ngon nguyên đêm hài_lòng lắm,"[1, 0, 0, 1, 0, 0, 0]"
3743,spham tốt tràn thảm chơi_đẹp hài_lòng,"[0, 0, 0, 1, 0, 0, 0]"
3744,giao hàng chậm thời_gian dự_kiến giao,"[1, 0, 0, 0, 0, 0, 0]"
3745,bề_mặt tã mềm thấm tốt tràn chun mềm_mại lằn da bé,"[0, 0, 0, 1, 0, 0, 0]"
3746,mẫu đẹp thay moi ng noi tràn ngoai minh nghi bé đi bỏ đk roi mặc lâu,"[0, 0, 0, 0, 0, 0, 0]"
3747,giao hàng nhanh đặt hôm_qua hôm_nay giao mua dc giá rẻ 219k,"[1, 1, 0, 0, 0, 0, 0]"
3748,biết hàng chuẩn bỉm m mua siêu_thị nó mỏng luôn ạ m thử ạ ng bảo bỉm mỏng bỉm dầy m mua siêu_thị mỏng tii nha,"[0, 0, 0, 1, 0, 0, 0]"
3749,đóng_gói sơ xài quấn bằng lớp bọc mỏng mẫu mỏng mẫu cũ chút thấm hút ok phom quần có_vẻ rộng phom cũ chắc thun lưng làm ít thun cảm_nhận mua sale 397k ok,"[1, 1, 0, 1, 0, 0, 0]"
3750,san pham tot ma gia_lai re hon mua o sieu thi,"[0, 1, 0, 1, 0, 0, 0]"
3751,mỏng bé tè thay,"[0, 0, 0, 1, 0, 0, 0]"
3752,sản phẩn tuyệt rẻ ngon bổ,"[0, 1, 0, 1, 0, 0, 0]"
3753,trong đặt_hàng ghi mua hàng tặng giao nhân_viên giải_thích bảo giới_hạn quà tặng lừa_bịp kh,"[0, 0, 0, 0, 1, 0, 0]"
3754,tả xài ok tốt mua ok ok ok ok ok ok ok,"[0, 0, 0, 1, 0, 0, 0]"
3755,hàng giao bao_bì mới giao hàng nhanh,"[1, 0, 0, 1, 0, 0, 0]"
3756,đêm lůng cůa tå ok thông_thoáng hon nhung tå đot nay mong wa voi mây đot trc mìh đăt bé măc ngů ban_đêm rât dê tràn noi chung mìh vân thich tå mây đot đâu đăt,"[0, 0, 0, 0, 0, 0, 0]"
3757,sản_phẩm tốt giá rẻ thị_trường,"[0, 1, 0, 1, 0, 0, 0]"
3758,sữa vị đắng khó uống bé pha đầu bỏ hộp luôn huhu,"[0, 0, 0, 1, 0, 0, 0]"
3759,giao hàng nhanh dùng biết chất_lượng,"[1, 0, 0, 0, 0, 0, 0]"
3760,tã ok đúng hãng ship cực_kì khó ưa đem hàng tới dục đất bạch đọc số tiền mặc hầm muốn ăn thịt khách chửi tôi kêu đường nhận đi đem vô cực quỷ tôi mua tng gặp ship khó ưa _vậy mong xử_lý dùm tôi,"[1, 0, 1, 0, 0, 0, 0]"
3761,sản_phẩm đúng miêu_tả dad xa ok giá_cả rẻ ở ngoài free ship,"[1, 1, 1, 1, 0, 0, 0]"
3762,nói_chung hàng dùng đc giá hợp_lý dùng chất_lượng mẫu_mã cải_tiến nhà bé dùng tả ghi mua 00k sản_phẩm me bé bé đc tặng lòng đèn giao hàng quà tặng đáng nói hôm_nay vô_tình o xem hạn lồng đèn đi tìm ông trăng,"[1, 1, 0, 1, 0, 0, 0]"
3763,bỉm mềm mùi ể phần đùi rộng thê tí o my bé nhà my lằn be nhà my 65 bỉm 6 đến 11g by nhồi đc,"[0, 0, 0, 1, 0, 0, 0]"
3764,sp khuyến_mãi đẹp,"[0, 0, 0, 0, 1, 0, 0]"
3765,tả đẹp quà xinh,"[0, 0, 0, 1, 1, 0, 0]"
3766,bĩm tốt mua dùng nha mn đong gói kĩ_càng cám_ơn nhiêu nhân_viên giao hàng nhiệt_tình dể thươnh,"[1, 0, 0, 1, 0, 0, 0]"
3767,hay dùng bobby tiền chất_lượng ổn mua khuyến_mãi 400k rẻ bằng đọt khuyến_mại trc rẻ mua ở đại_lý siêu_thị,"[0, 1, 0, 1, 0, 0, 0]"
3768,nhận hàng giao đầy_đủ date xa cám_ơn ship rẻ 30k mua đại_lý gần nhà,"[1, 1, 0, 0, 0, 1, 0]"
3769,giao hàng cực_kỳ nhanh mua tã mua ở thôi,"[1, 0, 0, 0, 0, 0, 0]"
3770,nói giao hàng nhanh cơn gió mới đặt tối 21 sáng 23 nhận săn đc mã giảm 50k mua liền nhà bỉm xài pampers xài ok lắm mỏng nhẹ thấm tốt mềm mịn mua để_dành xài từ_từ vote 5 nha,"[1, 1, 0, 1, 0, 0, 0]"
3771,tã quần huggies dry gói cực_đại xl62 62 miếng bao_bì mới thương_hiệu huggies ok khuyên dùng bé,"[0, 0, 0, 0, 0, 0, 0]"
3772,hang chat luong,"[0, 0, 0, 1, 0, 0, 0]"
3773,hàng phân_phối chất_lượng chuẩn đóng_gói kĩ giao hàng nhanh nhân_viên giao hàng vui_vẻ lễ_phép giá cao khác chút,"[1, 1, 0, 1, 0, 0, 0]"
3774,sản_phẩm okay tôi hài_lòng tôi thắc_mắc tại_sao nhận_xét ít_nhất 50 ký_tự nhỉ,"[0, 0, 0, 0, 0, 0, 1]"
3775,mua khuyến_mãi rẻ,"[0, 1, 0, 0, 0, 0, 0]"
3776,bộ_phận cskh chu_đáo giao hàng nhanh,"[1, 0, 0, 0, 1, 0, 0]"
3777,tả mặc bé thích ít hăm,"[0, 0, 0, 1, 0, 1, 0]"
3778,tốt unidry xài ban_ngày bé tuyệt_vời mẹ mua dùng,"[0, 0, 0, 1, 0, 0, 0]"
3779,sản_phẩm dùng tốt mua giao hàng siêu nhanh,"[1, 0, 0, 1, 0, 0, 0]"
3780,sản_phẩm tốt be nhà uống hết 1lon tăng 1kg cam ơn sữa dr lucen,"[0, 0, 0, 1, 0, 0, 0]"
3781,đóng_gói bằng thùng cẩn_thận bán yên_tâm 100 bỉm mới sản_xuất 72019 hình_ảnh in bỉm dễ_thương bé mặc vừa_vặn thấm hút tốt,"[1, 0, 0, 1, 0, 1, 0]"
3782,đầu_tiên mua hàng giao hàng cực nhanh a_giao hàng thân_thiện hàng chất_lượng ủng_hộ dài,"[1, 0, 0, 1, 0, 0, 0]"
3783,sản_phẩm tốt cực_kỳ tốt phục_vụ nhiệt_tình đóng_gói hàng kỹ,"[1, 0, 0, 1, 1, 0, 0]"
3784,màu_sắc chất_lượng bản in thấp lời dịch lôi_cuốn vần điệu,"[0, 0, 0, 0, 0, 0, 0]"
